id,firstName,lastName,minutes,dataUsage
77,一輝,原,2526,4529
78,駿,斎藤,2406,3231
79,優花,山田,2526,3271
80,諒,三浦,410,4656
81,蒼,岡田,4077,4214
82,樹,福田,3254,3790
83,陽斗,村上,3006,4436
84,健太,藤田,3979,4918
85,優衣,竹内,2793,4818
86,楓,藤田,832,853
87,悠人,柴田,1192,3491
88,碧,山口,3076,4216
89,悠太,阿部,787,4297
90,大輝,高田,3060,3165
91,航,藤井,1877,4248
92,彩,渡部,1522,2948
93,結衣,藤原,3741,4030
94,優奈,山口,4595,4637
95,結菜,小山,3724,4408
96,明日香,松井,474,912
97,杏奈,斎藤,741,802
98,綾乃,柴田,677,1008
99,翔太,木村,2875,3744
100,裕子,石井,3249,4997
101,綾乃,藤井,3145,4267
102,大和,山崎,723,1726
103,蓮,鈴木,4269,4671
104,亮,坂本,4706,4960
105,輝,菅原,4366,4781
106,結,阿部,4303,4894
107,優那,小川,154,2773
108,航,林,4745,4784
109,太郎,藤本,1931,3538
110,航,小林,1038,2945
111,健太,青木,1229,4191
112,優衣,石田,3289,4141
113,美月,佐野,2219,4997
114,颯,高木,4280,4852
115,陽菜,佐々木,4415,4916
116,桜,中島,3579,4843
117,遥,阿部,1350,1718
118,陽斗,木下,1313,1995
119,優,石井,885,1359
120,桜,安藤,3492,4873
121,空,大塚,4684,4986
122,悠人,内田,1071,4847
123,大地,村上,603,2280
124,凛,原田,2865,3699
125,輝,谷口,3433,4805
126,美穂,斎藤,3727,4425
127,亮太,菅原,472,1542
128,遼,新井,4006,4343
129,亮太,吉田,933,3311
130,玲奈,阿部,1128,4609
131,悠,阿部,4019,4787
132,光,佐藤,2597,4809
133,美穂,中野,2804,3995
134,響,高橋,531,2402
135,大樹,上田,957,1288
136,桜,林,1674,3298
137,陽斗,大塚,1887,2873
138,拓海,三浦,320,3069
139,健,森,4683,4798
140,美穂,野口,1710,3136
141,舞,小山,1680,1692
142,碧,丸山,3193,3372
143,愛美,清水,3526,3657
144,優花,近藤,400,1289
145,結衣,佐々木,4348,4470
146,陽太,斎藤,1523,1854
147,彩,藤本,998,2347
148,陽菜,山下,4202,4480
149,彩,三浦,2551,4952
150,彩,和田,1156,2592
151,亮,渡辺,4456,4996
152,優斗,中川,3840,4934
153,仁,西村,3200,4329
154,優斗,藤本,1314,2798
155,茜,大野,607,1001
156,智子,池田,2374,4537
157,一郎,遠藤,2223,4812
158,遥,長谷川,1903,3270
159,遼,山口,2543,3841
160,悠人,岡田,2204,3850
161,愛美,中山,1211,4641
162,愛,西村,2972,3631
163,優斗,林,374,2837
164,美羽,山下,103,1263
165,結衣,高橋,4197,4274
166,翔,長谷川,2284,3601
167,健,井上,1663,2316
168,美咲,斉藤,4651,4893
169,千尋,平野,3862,4389
170,誠,佐野,3925,4155
171,奈々,上野,4397,4499
172,裕子,福田,1592,2325
173,陸,森,4394,4887
174,亮太,岡田,1728,4694
175,仁,木村,2941,4004
176,花音,丸山,526,3102
177,駿,松井,3406,3788
178,一輝,中村,2145,3263
179,琴音,久保,2286,3882
180,航,河野,4083,4338
181,さくら,野村,4986,4995
182,碧,村上,1352,1678
183,優花,斉藤,2766,4648
184,芽衣,田中,1766,4062
185,健,大野,3921,4356
186,優菜,野口,2550,3650
187,健,福田,1387,2032
188,桜,村田,3900,4572
189,空,中川,667,3498
190,綾乃,小島,2145,3250
191,光,小川,333,3217
192,陸,藤田,2012,4480
193,諒,菅原,948,3524
194,樹,大野,4888,4922
195,優斗,長谷川,2417,4267
196,真央,金子,1637,3788
197,優斗,小林,326,894
198,奈々,藤原,2153,3861
199,美穂,菅原,1513,3418
200,裕子,今井,3772,4536
201,美優,山田,3269,4299
202,蓮,坂本,2134,3152
203,琴音,高橋,2078,2946
204,碧,木村,1817,3830
205,優,加藤,1810,2289
206,莉子,石田,4692,4815
207,愛子,久保,1953,3855
208,一郎,斉藤,3132,3778
209,愛美,三浦,3926,4633
210,愛子,石川,2976,4563
211,結,中川,599,3118
212,彩乃,西村,232,2808
213,美優,小山,4958,4985
214,優菜,内田,1436,4938
215,悠人,渡辺,1138,3696
216,美緒,内田,3870,4264
217,陸,山口,2527,3925
218,結,福田,4887,4939
219,大輔,大野,2610,4539
220,美月,中川,594,3792
221,優斗,伊藤,4049,4057
222,芽衣,中野,2485,3827
223,海斗,池田,1507,2285
224,舞,遠藤,734,980
225,悠,久保,2493,4288
226,奏太,森,1939,4111
227,駿,斎藤,3200,4893
228,悠斗,小島,1552,1799
229,陽太,西村,4805,4980
230,美穂,佐野,3977,4140
231,悠斗,谷口,1423,4029
232,陽子,太田,4907,4944
233,優那,上野,3694,4443
234,杏,木下,966,3588
235,愛子,小野,2673,4090
236,葵,渡部,484,2801
237,誠,木村,3111,3248
238,仁,松尾,2105,2850
239,杏奈,斉藤,3849,4440
240,直樹,安藤,2619,3430
241,海斗,野口,2510,3049
242,健,高田,3851,4205
243,優衣,山口,291,4046
244,翼,杉山,554,4886
245,健太,西村,1999,2707
246,一郎,河野,4640,4973
247,裕子,上田,2836,4534
248,茜,藤田,4747,4966
249,花音,坂本,4433,4783
250,仁,河野,758,4786
251,一郎,宮崎,2713,4551
252,悠真,金子,2274,3627
253,蒼,石田,2555,4186
254,結衣,谷口,4217,4607
255,陽斗,橋本,986,3267
256,杏,太田,3367,3619
257,優,酒井,1864,4304
258,駿,斉藤,1628,4977
259,彩,岡本,2903,3367
260,美月,伊藤,161,3096
261,颯,高木,3317,3826
262,陽斗,原田,3192,4429
263,諒,大塚,277,2450
264,芽衣,小林,875,2219
265,航,大野,2429,2697
266,陽子,鈴木,4115,4416
267,琴音,宮崎,4296,4474
268,恵,今井,1023,4045
269,恵,坂本,4556,4994
270,陽菜,山口,673,2384
271,花音,大野,2268,2342
272,未来,宮崎,2887,3478
273,海斗,増田,3717,4009
274,翼,松田,179,222
275,優,武田,4028,4775
276,花音,斎藤,4236,4359
277,陽太,菊地,1343,4539
278,誠,上田,1913,1927
279,彩,藤田,4212,4887
280,諒,中島,2694,4302
281,美穂,高木,2440,3174
282,陽斗,近藤,644,4711
283,悠真,田村,3581,4099
284,結,杉山,3166,3536
285,颯太,高田,271,4827
286,陽斗,岡田,3666,4051
287,未来,高田,557,3346
288,匠,山下,3856,4954
289,優,佐野,3335,4629
290,明日香,渡辺,2402,2484
291,輝,石井,2083,2119
292,悠斗,村田,1852,4904
293,愛,遠藤,1008,2453
294,遼,山田,3942,4695
295,明日香,小林,3822,3843
296,輝,大野,1618,1623
297,花音,林,2596,3211
298,陽,上田,2668,4527
299,美咲,佐野,1716,2210
300,楓,岩崎,3705,3948
301,陸,今井,1214,3882
302,一郎,三浦,357,4319
303,裕子,林,1436,3248
304,翔太,松尾,2625,3932
305,悠太,久保,514,4936
306,優衣,武田,4492,4700
307,芽衣,工藤,2050,4325
308,美緒,山崎,1544,4846
309,奈々,小山,719,1949
310,直樹,工藤,4911,4987
311,颯太,野口,3119,4008
312,悠人,森,659,4766
313,太一,大野,2141,3659
314,愛子,井上,1352,4032
315,直樹,石井,462,865
316,健,坂本,2013,2443
317,優花,藤原,3475,4883
318,亮,小島,2336,2769
319,美優,村田,1051,4222
320,楓,柴田,4613,4695
321,直樹,阿部,3677,4996
322,優菜,野村,379,4203
323,明日香,酒井,2208,4900
324,葵,遠藤,4294,4753
325,大翔,小野,736,4669
326,陽斗,石井,2031,2577
327,航,杉山,2331,4665
328,楓,小島,2253,3036
329,綾乃,渡辺,1454,2784
330,直樹,谷口,895,1277
331,美桜,小川,3384,4886
332,優,和田,791,2612
333,大和,坂本,1817,3842
334,翔,清水,4518,4917
335,綾乃,久保,4619,4754
336,碧,松尾,3704,4630
337,悠人,原田,4279,4782
338,美優,中山,740,4374
339,桜,橋本,4300,4808
340,恵,高橋,4367,4790
341,蓮,村上,1155,3468
342,奈々,佐藤,2794,4479
343,大翔,石田,1144,2674
344,杏,斉藤,2857,4122
345,優奈,原田,1037,2548
346,真央,池田,4440,4574
347,愛,小山,2766,4362
348,悠真,山本,2573,3035
349,拓海,丸山,3576,3766
350,彩乃,加藤,592,2000
351,海斗,渡辺,3768,4674
352,智子,杉山,4319,4540
353,杏奈,原,181,4658
354,さくら,和田,1927,4369
355,匠,鈴木,4017,4589
356,瑛太,中山,3109,3396
357,未来,長谷川,1747,2186
358,杏,小島,3457,4393
359,明日香,阿部,1630,1738
360,直樹,山下,2811,3666
361,愛美,杉山,4830,4860
362,隼人,渡辺,1708,3412
363,葵,菅原,1774,3483
364,陽菜,高橋,784,4856
365,悠真,山崎,3529,3714
366,一輝,武田,2464,4657
367,結,横山,4491,4836
368,大樹,野村,1228,2413
369,結,増田,1411,3654
370,響,木下,2517,3279
371,結菜,前田,2941,4281
372,亮太,鈴木,2607,2910
373,大輝,大野,1216,3828
374,翔,近藤,3312,4017
375,美羽,長谷川,2424,3978
376,直樹,加藤,2053,4546
377,凛,新井,420,4975
378,悠,原田,3715,4933
379,優,佐藤,3377,4488
380,さくら,中山,4328,4467
381,莉子,原,2336,2698
382,美羽,金子,4324,4913
383,颯,岩崎,3974,4341
384,陸,斎藤,4333,4808
385,陽子,武田,1776,4608
386,葵,佐野,2543,4283
387,明日香,村田,192,2352
388,颯,今井,1817,3077
389,大和,和田,4855,4921
390,蓮,小野,1906,4231
391,美咲,木村,2574,4126
392,陽,野口,3058,4712
393,大輔,長谷川,4826,4945
394,陽,林,3984,4734
395,大輔,増田,179,1041
396,未来,岡田,1051,2155
397,悠,小林,3461,4537
398,亮太,増田,3067,3601
399,明日香,吉田,3908,4167
400,健太,平野,2924,3337
401,翔,大野,376,2191
402,健,長谷川,3154,3309
403,誠,上野,1758,4894
404,陽菜,河野,4657,4832
405,美咲,山崎,2773,2794
406,碧,高橋,4359,4507
407,優,村上,1767,1979
408,優那,藤原,2927,4093
409,航,鈴木,2966,4485
410,優花,小島,1779,3990
411,楓,宮崎,3743,4689
412,仁,橋本,4352,4596
413,愛子,前田,1776,3778
414,空,平野,1813,3093
415,悠真,小川,236,4579
416,桜,西村,3624,3813
417,琴音,増田,3399,4653
418,美羽,高田,1532,2285
419,美穂,岩崎,1572,2098
420,美穂,池田,2392,4708
421,美咲,松本,2194,3717
422,悠斗,山本,3125,3391
423,結衣,佐藤,440,880
424,花音,宮崎,3277,4812
425,大樹,平野,895,2026
426,大輝,中島,1044,1256
427,優衣,清水,3778,4262
428,葵,松尾,3055,3470
429,愛美,河野,3854,4302
430,翔,木下,3895,4304
431,結,林,4873,4964
432,翼,長谷川,4787,4943
433,亮太,加藤,3276,3620
434,悠,内田,4857,4951
435,碧,新井,3569,3889
436,葵,和田,2814,4872
437,太一,小林,1130,1982
438,大翔,小山,4853,4865
439,悠人,増田,3544,4758
440,大輔,松尾,1401,3940
441,美桜,菊地,793,1955
442,陸,池田,224,4909
443,隼人,山田,4788,4947
444,奈々,橋本,572,1018
445,凛,丸山,1726,4918
446,太郎,田中,2519,2976
447,輝,河野,3499,3665
448,愛,宮崎,4471,4497
449,綾乃,今井,1691,4740
450,遼,小島,4063,4663
451,遥,森田,1820,3918
452,陽太,渡辺,255,1780
453,碧,藤原,844,3714
454,優,斉藤,300,2252
455,凛,中島,3165,4586
456,大和,井上,649,725
457,一輝,佐藤,4069,4822
458,裕子,宮本,4568,4595
459,蓮,松本,3335,4980
460,輝,平野,1381,2083
461,未来,青木,3907,4333
462,悠,池田,2823,4493
463,優衣,千葉,2215,2752
464,諒,岡田,1021,1827
465,優衣,佐野,2565,3089
466,真央,清水,251,361
467,結衣,森田,2045,3588
468,陽子,森田,1710,4161
469,花音,谷口,4875,4898
470,蒼,松本,4277,4305
471,大翔,工藤,1143,4498
472,大樹,西村,1258,3636
473,愛,木村,1152,2296
474,翔太,山本,1242,2081
475,太郎,石井,2671,4135
476,一郎,村上,2575,4172
477,優,高橋,1993,3646
478,大和,太田,1964,4564
479,陽菜,藤本,2072,4306
480,さくら,山本,3201,3409
481,陽太,田中,3732,4407
482,千尋,千葉,587,2182
483,千尋,遠藤,3903,4385
484,海斗,岩崎,212,1026
485,優,坂本,1742,4426
486,陽子,前田,1179,2416
487,未来,藤田,1059,4503
488,優,高木,3611,3808
489,翼,田村,2807,2907
490,優菜,竹内,4053,4430
491,結衣,田村,858,2533
492,彩花,菅原,590,3632
493,匠,谷口,1141,4414
494,楓,横山,2818,4063
495,未来,西村,298,3604
496,優菜,小川,3245,3288
497,芽衣,今井,4491,4675
498,光,谷口,3995,4020
499,葵,藤田,2998,4322
500,葵,内田,1417,3465
501,結菜,和田,358,4104
502,拓海,増田,322,4072
503,陸,藤原,3590,3795
504,美緒,渡辺,3906,4414
505,美月,松尾,1776,3553
506,直樹,小島,522,4233
507,凛,藤田,1614,4601
508,美羽,中島,3267,4371
509,未来,小山,1019,1222
510,陸,松尾,3666,4265
511,陽太,上田,4519,4797
512,陽斗,平野,1120,2828
513,大輔,吉田,432,4980
514,諒,太田,2206,3837
515,遥,伊藤,3080,3347
516,さくら,河野,4081,4391
517,綾乃,菊地,990,2954
518,美穂,宮崎,1042,3543
519,杏,横山,4151,4472
520,航,上田,359,2382
521,茜,石井,1623,2944
522,未来,大塚,4158,4184
523,杏,横山,2451,3869
524,瑛太,中山,843,4773
525,大輝,伊藤,2928,3883
526,愛子,菊地,2024,3287
527,匠,青木,4011,4583
528,直樹,藤本,358,4291
529,凛,吉田,4599,4905
530,葵,小川,1825,4517
531,陽菜,工藤,1559,3604
532,健,斎藤,3759,4183
533,陽子,長谷川,1595,4145
534,亮,岩崎,1828,2736
535,美優,遠藤,265,4016
536,亮,久保,3107,3397
537,悠斗,坂本,1634,2324
538,拓海,小林,4454,4657
539,大和,久保,3025,4340
540,裕子,藤原,4243,4700
541,海斗,金子,3235,4443
542,結菜,吉田,2120,4886
543,海斗,藤原,489,2746
544,楓,中山,3949,4024
545,直樹,横山,4382,4856
546,響,田村,2421,2701
547,一輝,横山,4774,4980
548,健太,山口,2096,4296
549,陽子,近藤,1304,4081
550,裕子,中野,1604,4850
551,蒼,小島,3513,4572
552,陽斗,大塚,109,2655
553,愛子,林,4840,4985
554,悠真,中村,3038,3960
555,陽菜,吉田,1078,3334
556,翔太,原田,2244,4633
557,直樹,伊藤,1699,3105
558,楓,酒井,3297,4023
559,悠,野村,1579,4438
560,大輝,菅原,112,2001
561,彩花,石井,612,3431
562,陸,工藤,1624,3483
563,陽斗,村上,3579,4486
564,健,伊藤,1503,4216
565,愛,前田,1766,4591
566,美羽,増田,4214,4924
567,美緒,青木,1011,3685
568,優那,柴田,553,582
569,千尋,木下,321,2328
570,愛,渡辺,4312,4936
571,悠斗,加藤,1988,4443
572,美穂,中山,2448,3430
573,陽太,大野,1492,3032
574,恵,佐藤,4419,4623
575,健太,中野,397,1305
576,響,山口,1012,3431
577,陽菜,松尾,2203,2744
578,蓮,野村,1974,3421
579,大地,新井,3577,3975
580,優衣,中島,2586,2648
581,大輝,高木,359,2107
582,結衣,丸山,3276,4723
583,輝,近藤,3907,4375
584,遼,田中,4606,4805
585,陽斗,近藤,789,1548
586,太郎,谷口,2251,4284
587,大樹,安藤,1001,1755
588,陽菜,高橋,2582,3523
589,愛,野村,2157,2536
590,大輔,菅原,2437,2662
591,陸,後藤,864,3046
592,海斗,山本,3305,4370
593,優奈,中村,2788,4572
594,健太,田村,1603,1806
595,茜,中島,800,851
596,瑛太,小林,4047,4716
597,美桜,伊藤,1690,3575
598,莉子,野村,652,3384
599,愛美,大野,4423,4622
600,蒼,田村,4061,4076
601,遼,大塚,1384,3129
602,彩,小山,3378,3465
603,翔,山崎,2570,2710
604,健太,西村,4477,4565
605,蓮,清水,4190,4910
606,悠人,石井,1786,2204
607,七海,小山,159,2875
608,真央,松本,1540,3862
609,誠,松井,775,4218
610,陽太,太田,2774,3555
611,智子,中島,589,4988
612,颯太,藤井,4409,4734
613,優,新井,2872,3253
614,優衣,中野,3399,3844
615,裕子,菅原,1554,3919
616,健太,新井,4605,4631
617,陽太,酒井,926,4461
618,明日香,菅原,2823,3222
619,悠斗,原,4509,4864
620,亮太,田中,4421,4827
621,遥,久保,4900,4906
622,翔,上田,1421,3098
623,結菜,太田,4102,4780
624,七海,竹内,993,2128
625,太郎,藤田,4731,4796
626,奏太,福田,4028,4138
627,綾乃,小野,3491,4790
628,愛子,木下,4332,4760
629,陽菜,小山,3306,4229
630,仁,田中,475,3068
631,結,酒井,4017,4561
632,仁,後藤,3357,3569
633,大翔,遠藤,1662,4382
634,恵,横山,881,1584
635,奏太,小野,2238,4401
636,未来,平野,4105,4121
637,杏奈,藤田,2704,4858
638,諒,木下,2164,2988
639,舞,小山,1392,2190
640,智子,中山,3512,4318
641,大樹,岩崎,4290,4717
642,芽衣,増田,4758,4782
643,大輝,後藤,1901,4193
644,駿,中川,2747,2827
645,愛子,木村,2761,3044
646,美桜,渡部,1123,2644
647,優菜,原,2294,4812
648,恵,丸山,1538,3953
649,遼,内田,965,1714
650,明日香,木村,2712,3719
651,愛,高木,4714,4857
652,楓,高橋,3182,4637
653,遼,坂本,3330,3553
654,亮太,山田,2494,3510
655,愛美,後藤,3290,3362
656,奏太,河野,3064,4980
657,碧,岡田,123,3519
658,諒,宮崎,2302,2603
659,茜,山下,3689,4826
660,瑛太,佐藤,3305,3593
661,蓮,野口,4490,4882
662,蓮,宮崎,4345,4781
663,翔太,横山,609,1466
664,悠人,中島,854,1201
665,裕子,後藤,4126,4658
666,美月,後藤,3217,4305
667,大輝,石田,1123,3718
668,舞,青木,3892,4863
669,悠真,原,986,3103
670,優,中野,112,3357
671,美羽,山口,2382,4495
672,彩花,清水,1333,2823
673,綾乃,原,4768,4904
674,瑛太,青木,3112,4867
675,桜,杉山,3541,3992
676,桜,坂本,4662,4795
677,優菜,松尾,160,194
678,大輔,菅原,3826,4743
679,颯,青木,708,3603
680,奏太,大野,3034,4698
681,悠人,三浦,4137,4757
682,美月,小山,2423,4661
683,悠,谷口,108,525
684,智子,藤原,3214,4538
685,綾乃,岡本,3055,3578
686,輝,原田,4406,4916
687,拓海,阿部,313,3986
688,杏,菅原,3993,4648
689,美咲,橋本,1318,2932
690,優奈,丸山,975,4208
691,綾乃,今井,3651,4381
692,陽,長谷川,779,3996
693,優菜,大野,367,4748
694,悠真,中山,3525,4322
695,舞,丸山,3730,4069
696,一郎,林,836,2435
697,光,石田,1586,2123
698,奏太,渡部,2766,2771
699,楓,野口,4671,4917
700,誠,石川,2779,3054
701,真央,高橋,4413,4680
702,優奈,小山,1329,2266
703,一輝,増田,3221,4819
704,遥,坂本,2271,4445
705,結衣,竹内,3347,4679
706,悠太,横山,2820,2969
707,杏,工藤,282,2444
708,綾乃,原,3751,4145
709,杏奈,中野,638,1902
710,隼人,藤田,3369,4030
711,陽,原,3976,4874
712,悠人,山口,2660,2724
713,陽太,伊藤,3549,4444
714,大和,中村,431,3075
715,大輔,後藤,1924,4922
716,碧,斉藤,1475,1677
717,美咲,阿部,4864,4877
718,結菜,菅原,2918,3575
719,隼人,木村,1296,4955
720,彩花,中川,910,3208
721,七海,中野,924,1129
722,彩花,村上,2359,3672
723,諒,今井,1862,4473
724,大翔,石井,2007,4567
725,樹,高木,2467,4860
726,蒼,木下,1946,4464
727,大樹,平野,2051,4597
728,太一,平野,2000,3407
729,大輝,田中,311,3591
730,陽,丸山,3085,4263
731,太一,中島,3334,4115
732,颯,増田,4914,4934
733,七海,原,3407,4477
734,愛美,今井,311,3944
735,彩,松井,1958,3002
736,美月,小山,4823,4986
737,未来,林,3945,4289
738,樹,清水,2044,2232
739,美羽,岡本,546,3027
740,美桜,青木,3261,4541
741,悠太,高田,4404,4840
742,芽衣,柴田,4719,4855
743,七海,西村,4058,4568
744,美穂,橋本,3501,4232
745,優,三浦,2101,3362
746,優菜,金子,3023,3747
747,彩花,福田,1084,1566
748,悠人,久保,618,4638
749,瑛太,中村,270,4183
750,一郎,大野,2811,4481
751,陸,森,1593,3725
752,愛,工藤,3602,4071
753,美咲,石田,524,4358
754,碧,高木,1331,3636
755,智子,藤原,1653,3959
756,奏太,武田,182,771
757,悠人,斉藤,3927,4337
758,大輝,大塚,495,4616
759,大和,遠藤,2198,3601
760,拓海,中川,1708,3364
761,彩,後藤,3482,3773
762,優花,小島,1587,2038
763,悠,内田,2257,3796
764,直樹,酒井,3744,4740
765,亮,吉田,1651,3081
766,杏,佐野,1330,3089
767,美月,青木,626,688
768,優那,松田,4063,4326
769,大樹,小山,722,1781
770,航,石井,289,396
771,芽衣,大野,3025,4947
772,優衣,福田,2499,4425
773,遥,野村,460,1064
774,悠太,山崎,2990,3845
775,杏,伊藤,2386,4205
776,蓮,松田,4608,4821
777,陽子,大塚,171,4623
778,颯,吉田,3085,4737
779,楓,和田,3163,4148
780,芽衣,渡辺,2440,4703
781,健,福田,1695,1696
782,大樹,池田,342,2332
783,さくら,西村,2979,3769
784,結,増田,4036,4112
785,美穂,石井,4735,4931
786,愛美,村田,4509,4688
787,健,原田,1969,1979
788,碧,山下,785,1110
789,美月,藤本,3798,4047
790,凛,村上,2183,3312
791,大地,斎藤,334,2964
792,樹,新井,2131,2657
793,健,高田,1356,1478
794,優花,山本,3639,3872
795,翔,山下,4798,4908
796,颯,谷口,3665,4009
797,優奈,石井,4324,4724
798,光,中村,1722,2490
799,光,池田,3004,4031
800,愛子,上野,3820,3829
801,奏太,木下,4151,4637
802,拓海,三浦,2691,3015
803,結菜,村田,4085,4153
804,杏,佐々木,2109,4316
805,陽子,井上,403,2710
806,光,斉藤,1644,1865
807,瑛太,清水,4863,4884
808,真央,山崎,1573,2126
809,翔太,木下,4740,4898
810,杏,工藤,1413,2585
811,七海,小野,490,2164
812,彩花,山崎,4497,4539
813,海斗,近藤,2506,3941
814,匠,中島,207,2951
815,舞,竹内,1090,3023
816,健,松本,3034,3751
817,悠真,中川,3675,4739
818,優衣,佐々木,485,1478
819,奈々,酒井,877,3350
820,悠,高木,2010,3727
821,優,松井,2391,3624
822,隼人,高橋,272,1814
823,直樹,青木,3810,4371
824,大樹,菅原,1916,3538
825,太郎,松本,2389,3239
826,美咲,上田,4540,4922
827,琴音,谷口,4176,4798
828,大地,松尾,3048,4273
829,大樹,横山,4675,4758
830,舞,坂本,4134,4782
831,悠,柴田,4208,4703
832,陽,杉山,1075,4646
833,智子,内田,4512,4537
834,杏奈,河野,3338,4501
835,響,西村,244,4514
836,颯,渡辺,4597,4869
837,悠人,原,2358,2431
838,太一,菅原,3779,4545
839,愛子,鈴木,1080,4861
840,仁,藤田,268,2788
841,愛美,松井,1382,4559
842,翔太,村田,2052,3687
843,千尋,村田,2062,2135
844,彩,小山,183,3185
845,智子,斎藤,3411,4399
846,奏太,加藤,3468,4844
847,奏太,伊藤,725,1048
848,遥,菊地,4833,4929
849,愛美,清水,3997,4874
850,楓,大塚,2363,3670
851,未来,宮崎,2659,2816
852,陽子,柴田,3197,4917
853,樹,菅原,3135,3680
854,健太,山本,4902,4921
855,響,中川,1751,2775
856,空,阿部,2028,3257
857,愛美,武田,3570,4017
858,優,杉山,4234,4933
859,悠太,大塚,3154,4968
860,莉子,遠藤,2776,3386
861,裕子,岩崎,3635,3831
862,大和,山崎,4220,4735
863,颯,森田,3799,4712
864,駿,小林,4064,4499
865,大和,青木,4155,4598
866,奈々,野村,2772,4838
867,太一,上田,3740,4277
868,翼,西村,2650,3991
869,空,阿部,3678,4376
870,彩花,清水,825,4481
871,瑛太,酒井,880,3771
872,太郎,小山,3668,4811
873,結,山崎,4724,4971
874,陽子,阿部,3456,4015
875,空,山口,1948,4444
876,直樹,田村,261,4954
877,陽菜,中野,2934,4295
878,蓮,松本,1777,2172
879,美月,河野,441,1883
880,颯太,石川,4782,4840
881,諒,谷口,2736,3527
882,桜,柴田,2104,4213
883,愛美,山崎,3702,4149
884,翔太,小山,1613,3006
885,誠,長谷川,1597,4530
886,遼,中野,2501,3970
887,隼人,和田,114,1359
888,優花,工藤,2799,3617
889,陸,田中,3461,3915
890,悠,山崎,4460,4963
891,智子,小川,1187,2741
892,結菜,木村,2852,3479
893,優奈,小島,4963,4974
894,蒼,木村,2837,3529
895,陽斗,藤本,1619,4742
896,響,安藤,3582,4677
897,美羽,菅原,4478,4777
898,健,今井,4236,4274
899,仁,原田,1312,3095
900,彩花,中山,236,3355
901,美咲,村田,2643,3766
902,遥,松田,2702,4506
903,未来,田村,4633,4897
904,悠真,原田,382,596
905,悠斗,井上,1934,2639
906,美月,千葉,1095,3240
907,仁,酒井,953,3820
908,遥,増田,3659,4375
909,颯太,中山,4075,4268
910,陽菜,武田,785,1070
911,悠人,加藤,1139,4048
912,優奈,石田,2809,3257
913,愛子,山下,1637,2034
914,美優,高橋,3638,4136
915,翔,小山,4887,4927
916,杏,藤井,1389,2090
917,綾乃,新井,1321,2937
918,優那,福田,354,4489
919,綾乃,工藤,2600,4820
920,蓮,谷口,187,3520
921,光,宮本,852,4519
922,誠,小川,259,4082
923,桜,工藤,3153,4699
924,花音,野村,4015,4030
925,一郎,阿部,782,4821
926,樹,池田,3928,4318
927,大翔,三浦,2870,4654
928,優,長谷川,4192,4364
929,仁,河野,3372,4757
930,美咲,井上,328,3629
931,陽太,内田,220,417
932,仁,橋本,4073,4926
933,杏奈,石田,825,1143
934,彩乃,大塚,4021,4028
935,楓,渡部,3748,4487
936,奈々,安藤,4174,4339
937,大翔,高田,4371,4453
938,楓,松尾,4063,4861
939,蓮,田村,456,2275
940,大輝,西村,989,1699
941,陽斗,上田,4062,4955
942,遼,佐藤,2589,3550
