id,firstName,lastName,minutes,dataUsage
72,wayne,champlin,2121,3198
73,clemencia,maggio,1487,3575
74,dominick,reinger,3051,4095
75,hattie,cole,654,4896
76,linn,adams,1433,4221
77,justina,batz,843,3088
78,mervin,ziemann,4175,4589
79,meri,lebsack,1767,4791
80,janie,berge,2769,4597
81,florine,o'connell,885,3755
82,troy,nikolaus,4442,4890
83,jose,muller,3685,4358
84,aaron,rowe,1376,4869
85,carlton,mcglynn,1641,2296
86,delicia,haley,1178,4737
87,shelby,feil,1467,2632
88,charles,rath,1169,1976
89,chantelle,mcglynn,4922,4985
90,shayne,buckridge,4809,4924
91,basil,christiansen,2785,4752
92,nora,krajcik,4251,4705
93,ellsworth,satterfield,3981,4232
94,ron,parisian,831,2851
95,alina,pacocha,553,1213
96,carlo,o'keefe,840,4693
97,ta,ullrich,4952,4965
98,vivien,thompson,1872,3828
99,wen,quigley,4802,4999
100,ezequiel,feeney,1693,4228
101,ulysses,heidenreich,2213,4077
102,karrie,kulas,801,1647
103,darnell,balistreri,649,4051
104,willis,wolf,2776,4176
105,tanika,will,3021,4006
106,francesco,wyman,3112,4335
107,zachariah,o'hara,1686,4010
108,ronny,conroy,3698,4261
109,odis,osinski,2911,4030
110,florida,harvey,204,1439
111,wilford,breitenberg,1484,3274
112,zada,bednar,2715,3848
113,adriana,metz,713,1903
114,dario,hills,532,1300
115,rich,breitenberg,642,2258
116,jannet,toy,509,1277
117,garfield,russel,4887,4998
118,donte,lind,4402,4830
119,korey,lockman,821,3336
120,franchesca,price,2222,2938
121,latanya,fahey,1477,4653
122,roxie,wehner,3873,4226
123,farah,lehner,950,1793
124,wiley,hand,1568,3119
125,frederic,stroman,3173,3239
126,courtney,boyer,3086,4092
127,reyes,doyle,648,4804
128,leida,barrows,321,940
129,alonso,dibbert,2542,4057
130,lynn,connelly,1687,4941
131,carin,satterfield,1208,1967
132,anton,simonis,3065,3255
133,cecil,kunze,4773,4866
134,cedric,nitzsche,3578,4103
135,otis,borer,2405,2470
136,rey,predovic,279,4608
137,christian,ullrich,702,4698
138,vonnie,o'reilly,3238,4603
139,gertrude,kuhn,357,4440
140,portia,bednar,1395,3805
141,bret,donnelly,954,1075
142,alex,heller,3909,3911
143,florence,deckow,1287,3702
144,whitney,nolan,567,3236
145,grant,dare,1773,3136
146,royce,conroy,3845,4834
147,reuben,schmeler,4984,4993
148,shane,konopelski,2103,3582
149,sebrina,botsford,3852,4661
150,ilse,nader,4004,4354
151,loren,gleichner,4600,4791
152,marcos,hodkiewicz,778,4716
153,salome,hackett,4515,4743
154,orville,jenkins,2574,4817
155,katie,strosin,3893,4808
156,mathew,kirlin,368,4085
157,lakeshia,schinner,3432,3756
158,rachele,collins,623,672
159,barton,renner,4085,4910
160,laurene,doyle,2130,2400
161,devora,bode,2538,3601
162,derek,sanford,4546,4874
163,tod,ondricka,3024,3442
164,sheldon,schmitt,3658,3889
165,diana,konopelski,3875,3945
166,elease,altenwerth,4878,4923
167,elroy,keebler,724,2196
168,georgianne,vandervort,2315,4752
169,annette,grimes,2928,4269
170,dorthey,kunze,1977,4136
171,dyan,casper,2816,4445
172,taryn,nitzsche,2481,4062
173,waldo,pagac,2853,3056
174,cletus,walsh,2306,3171
175,nathan,grant,4497,4567
176,brent,ortiz,3509,4492
177,sallie,emmerich,4381,4700
178,isreal,terry,3868,4436
179,deangelo,johnson,1699,2683
180,patricia,deckow,4666,4709
181,len,kuhlman,4297,4745
182,yelena,borer,609,2773
183,donald,zieme,2719,3891
184,kirby,pfannerstill,3907,4656
185,kristyn,von,4978,4990
186,yuk,rolfson,471,1249
187,darrin,runte,4252,4571
188,booker,macejkovic,3474,4630
189,chi,runte,2957,3306
190,virgie,kiehn,2434,3499
191,carson,langworth,785,4457
192,janessa,bechtelar,3307,3542
193,eduardo,stroman,2963,3995
194,rico,homenick,4355,4678
195,tod,lockman,2210,2798
196,lavenia,kreiger,1753,3948
197,nelson,o'keefe,3490,3536
198,dyan,bergnaum,1681,3645
199,charlie,kessler,3596,4946
200,quintin,schamberger,4405,4857
201,sammie,hartmann,3138,3978
202,jacques,west,3853,3881
203,gracie,macejkovic,4161,4372
204,camila,brakus,3592,3646
205,dulcie,schowalter,3242,3519
206,boris,rutherford,3377,4688
207,nila,hansen,4326,4429
208,coleen,cormier,803,3871
209,sydney,schuppe,1110,1113
210,aura,brekke,770,3397
211,jade,labadie,2346,2952
212,nereida,howell,2842,3120
213,shanti,lehner,4156,4922
214,elvie,klocko,2188,2280
215,miles,boyer,455,1612
216,johana,murazik,2066,2265
217,dillon,shields,559,602
218,pete,botsford,2316,4390
219,malissa,harber,2631,3772
220,emory,wehner,510,4304
221,jordon,schiller,4947,4965
222,harland,cummings,1055,3244
223,douglass,trantow,595,3233
224,anastasia,parker,3754,3802
225,blaine,raynor,1770,4757
226,hee,watsica,3239,4322
227,zandra,mccullough,1969,3497
228,tilda,powlowski,3946,4282
229,gaye,rowe,1315,2522
230,coral,mclaughlin,434,663
231,marcella,marvin,3883,4481
232,nathanael,medhurst,1938,2493
233,wilbert,frami,4216,4332
234,adria,lesch,2517,4743
235,vincenzo,mcglynn,2209,3419
236,ali,thiel,2680,4465
237,billy,ferry,1598,2769
238,wynona,spencer,4539,4656
239,lourdes,reinger,3724,4098
240,carson,ankunding,1283,2014
241,ashli,baumbach,3163,4066
242,oren,volkman,787,3656
243,chantel,bashirian,3169,3206
244,loise,kuhic,3354,3684
245,kandice,braun,1625,2298
246,walton,dicki,3067,4200
247,jerri,prosacco,512,3266
248,buck,fisher,795,4087
249,eulalia,prohaska,4986,4992
250,mei,konopelski,3080,3162
251,terrell,wilkinson,1160,2184
252,jenny,ward,4642,4878
253,desirae,reinger,4652,4960
254,alvaro,miller,4598,4847
255,quentin,berge,3436,3513
256,jose,kohler,1662,1889
257,bradford,morar,3423,4229
258,devon,anderson,1884,4549
259,harland,mraz,2828,3700
260,isiah,ferry,2080,4318
261,philip,murphy,2997,3821
262,joana,hoppe,2554,3842
263,treva,miller,4183,4523
264,angelic,cormier,3499,3622
265,walton,kautzer,1633,1782
266,ali,macgyver,602,655
267,clifton,lindgren,4370,4755
268,peter,zulauf,3412,4936
269,rita,johnson,1729,2200
270,derick,leuschke,4076,4440
271,jay,kutch,4911,4946
272,diego,prosacco,3163,3728
273,annalisa,tillman,3055,3112
274,dwain,carter,4517,4807
275,german,hane,1583,1803
276,emile,abbott,1317,2428
277,donald,kiehn,2937,4007
278,lettie,witting,3186,3633
279,gita,king,448,4127
280,ruben,moen,1643,3397
281,ricardo,kris,2368,4398
282,johnathon,volkman,526,596
283,samuel,raynor,4806,4862
284,keneth,robel,4768,4838
285,arnoldo,brekke,3230,4824
286,herman,johnson,1374,3648
287,woodrow,bashirian,2282,3592
288,kurt,kuhic,3177,4779
289,elisha,lubowitz,2260,3705
290,jong,king,220,2270
291,robert,smitham,1368,4450
292,dani,franecki,2557,4612
293,moises,shields,2433,4744
294,kathey,gerlach,466,4322
295,bob,bashirian,1061,1140
296,mika,bartoletti,3876,4066
297,magan,hermiston,3170,4530
298,ismael,brakus,3180,4458
299,aleta,feil,737,1641
300,taren,hilll,2483,4549
301,krysten,hirthe,2427,2928
302,gilbert,keebler,1027,2494
303,na,hermiston,2855,3415
304,peter,kub,2624,3444
305,lamar,schmidt,357,3104
306,dorthy,gusikowski,253,1266
307,maida,toy,2800,4625
308,reed,torp,4038,4996
309,janey,funk,2070,2786
310,shizue,becker,2379,2678
311,ilse,runolfsdottir,203,1587
312,vaughn,schuppe,3325,3755
313,maragaret,waelchi,4217,4270
314,tyesha,wiegand,4285,4446
315,meg,schowalter,1397,4370
316,laverne,bradtke,2091,4340
317,rebecca,hammes,764,879
318,ignacia,marks,931,4746
319,dollie,grady,4156,4889
320,charis,morissette,1092,3445
321,santo,konopelski,2580,4617
322,loise,lockman,2426,4139
323,stanford,schmitt,4028,4349
324,victor,brown,155,3087
325,lizabeth,boehm,2645,4394
326,reyes,keeling,735,3142
327,shayne,nitzsche,2241,4516
328,cornelius,crona,2782,3446
329,jettie,gibson,4863,4877
330,sixta,ratke,4063,4340
331,chester,satterfield,1490,4031
332,felix,hand,1499,4086
333,valda,jakubowski,2193,3764
334,louis,gislason,1662,3662
335,malka,sanford,3889,4469
336,thomas,lakin,2535,2819
337,tami,streich,3954,4205
338,eunice,reichert,1519,4529
339,chi,veum,933,3696
340,adan,mccullough,1072,2766
341,lavern,brekke,1914,3806
342,magaly,hettinger,1648,3203
343,jamel,carter,1860,3878
344,deshawn,carroll,1055,3747
345,jerry,dooley,4143,4504
346,ramiro,strosin,1625,1875
347,ollie,stoltenberg,4906,4978
348,sherell,friesen,560,3200
349,lezlie,blanda,1171,3898
350,cole,keeling,106,3448
351,estefana,krajcik,2685,4546
352,joesph,boyle,2337,4568
353,chase,klocko,403,3319
354,vaughn,walker,3128,3928
355,rickey,botsford,1636,3255
356,nubia,champlin,1101,3578
357,tatiana,nienow,493,4870
358,eleni,anderson,1910,2397
359,lakenya,stracke,1181,3047
360,myles,morar,4333,4599
361,carolina,white,2534,2887
362,gino,fay,1993,3102
363,ariel,roberts,2990,3700
364,ryan,torphy,2835,3072
365,jed,corwin,2626,3016
366,drew,simonis,2146,2649
367,laurena,wilkinson,1907,4479
368,hildegard,veum,1935,2892
369,frank,corkery,841,2720
370,alexander,nicolas,3915,4140
371,abdul,ruecker,1128,1818
372,arletta,von,2377,4477
373,joe,hammes,1550,2941
374,rolando,connelly,801,1719
375,darren,gaylord,3907,4790
376,eveline,denesik,379,3274
377,steve,emmerich,3933,4061
378,chun,jakubowski,4531,4960
379,garry,kuphal,440,545
380,jesus,bradtke,3214,4494
381,georgann,cole,1868,4365
382,oliva,roberts,3047,4072
383,nancy,renner,4542,4730
384,ellis,bosco,1047,2836
385,ninfa,williamson,3796,4215
386,darcey,crona,3506,4981
387,elisha,hodkiewicz,2514,3988
388,man,murazik,4377,4720
389,walton,bogan,3644,3752
390,evangeline,senger,2223,3048
391,geoffrey,bruen,1966,4682
392,coral,zemlak,3436,3511
393,talia,windler,3725,4867
394,barney,senger,4537,4924
395,walter,satterfield,3168,4897
396,ivory,strosin,3856,4369
397,arnulfo,ruecker,2686,4615
398,thomas,corwin,3158,3764
399,eric,anderson,544,1266
400,robert,runolfsson,3531,4533
401,willie,simonis,2372,2741
402,crystal,lockman,4802,4921
403,sherill,grant,588,4492
404,lakia,kuhlman,4841,4852
405,ronna,renner,3558,3640
406,jenniffer,kreiger,568,1572
407,micheal,rath,2807,3236
408,brant,wisozk,2724,4708
409,julius,reinger,349,4458
410,dori,hilpert,4766,4892
411,tyrell,wolf,3167,4421
412,colin,little,903,3166
413,modesta,corwin,3634,4065
414,blake,hegmann,4230,4764
415,ileana,d'amore,4571,4826
416,cristopher,hammes,3008,3067
417,izola,jerde,1619,2393
418,mose,smitham,589,4484
419,levi,emmerich,3683,4806
420,armandina,reilly,4349,4500
421,luke,bode,2053,4518
422,rigoberto,anderson,1368,4193
423,jeffrey,kessler,1918,3105
424,shon,hodkiewicz,710,2442
425,cindi,waters,2241,2344
426,malinda,beier,109,3525
427,faustina,tromp,2581,2712
428,clarinda,altenwerth,399,3231
429,bella,mraz,2780,4292
430,evelyne,champlin,3966,4886
431,kirstie,carroll,2421,3407
432,armand,pfeffer,2475,4381
433,alvera,nicolas,740,832
434,evelynn,kreiger,2562,3710
435,deidre,erdman,3513,3982
436,rene,friesen,3051,4624
437,vince,christiansen,1935,3597
438,vinnie,hodkiewicz,3652,4450
439,vasiliki,quitzon,546,3066
440,charity,stoltenberg,705,3222
441,daron,wunsch,425,4402
442,doretha,bartoletti,3619,3635
443,ellen,abshire,3283,4497
444,melda,batz,3529,4378
445,coleman,predovic,2859,3141
446,anthony,hamill,1067,2262
447,jamaal,christiansen,3093,4491
448,stephany,batz,2641,3970
449,jonie,auer,848,1827
450,prince,effertz,2579,3541
451,jacqulyn,smith,3199,4393
452,royce,hand,116,4464
453,harland,wintheiser,4076,4516
454,shenna,becker,904,4207
455,deshawn,beier,991,2076
456,rebekah,hyatt,726,1510
457,chance,deckow,2914,4014
458,kathryn,hills,3559,4071
459,kindra,mckenzie,1412,4907
460,donte,schmeler,429,2998
461,twanda,hagenes,520,4775
462,carol,medhurst,1557,2664
463,mickey,flatley,4374,4512
464,temika,dickens,324,4939
465,lanny,mraz,3705,4319
466,mohammad,waelchi,302,910
467,crystal,kovacek,4611,4915
468,nydia,kuhn,4798,4897
469,kennith,bartoletti,2194,2393
470,clair,weissnat,3092,4706
471,efren,goyette,345,3173
472,ladonna,bosco,2348,4515
473,zana,bernier,4737,4888
474,giovanna,koch,2398,4967
475,deedee,schimmel,3423,4724
476,ryan,reinger,3592,4893
477,shanell,quitzon,745,854
478,malka,kohler,235,3680
479,chuck,kiehn,134,1501
480,blake,lynch,4021,4904
481,moshe,bogan,3651,4779
482,barton,emmerich,1427,2114
483,claudio,mante,305,4581
484,meda,jacobson,392,1708
485,jolene,grimes,4995,4996
486,reina,johns,4801,4891
487,soila,conn,333,4502
488,danielle,bernhard,3482,4085
489,william,schamberger,4968,4986
490,dovie,cole,2933,3811
491,tricia,marvin,1870,3309
492,marlana,jakubowski,851,4074
493,scottie,dickens,2648,2682
494,elfreda,frami,4363,4833
495,sol,koepp,3661,3986
496,claudette,runolfsdottir,4345,4455
497,penney,kemmer,4540,4545
498,naida,schmidt,2487,4390
499,elden,quitzon,1206,4427
500,errol,lueilwitz,3705,4270
501,matha,gorczany,2567,3256
502,sol,nicolas,3249,4242
503,ron,o'keefe,3563,4411
504,freeman,heller,1179,4205
505,delois,bogan,3235,4314
506,bertha,hansen,1027,4746
507,katelynn,dickinson,877,1334
508,emanuel,harris,4967,4977
509,dewitt,schneider,3110,4450
510,allan,ullrich,4103,4292
511,raquel,kihn,127,3246
512,susanne,kiehn,3311,3534
513,mittie,schroeder,3188,4816
514,vera,bogisich,3758,4051
515,sha,kautzer,4421,4648
516,kimbra,hirthe,4744,4752
517,boris,smitham,3669,4355
518,patience,kuphal,443,2827
519,desire,lemke,1897,4460
520,stephan,marquardt,4506,4960
521,pamela,weber,3039,4402
522,lance,stoltenberg,4544,4933
523,ashley,fay,4939,4986
524,alberta,leffler,4616,4738
525,venice,zieme,3542,3584
526,blaine,yundt,3142,4013
527,blair,brakus,3822,3870
528,carmine,rodriguez,1240,2343
529,syreeta,heathcote,3396,4480
530,randal,gottlieb,859,2572
531,jake,hoppe,1232,4474
532,henry,skiles,1107,3154
533,leonardo,yundt,4326,4359
534,cammie,homenick,1108,4448
535,onie,klocko,3499,4983
536,kenneth,daugherty,1685,2964
537,tracie,hettinger,3470,3980
538,sherly,friesen,224,2745
539,bennett,wilkinson,4363,4619
540,chet,miller,3566,4967
541,burton,grant,3311,4298
542,tad,koelpin,4672,4969
543,toby,tillman,4257,4938
544,jude,koch,3364,4254
545,odis,dickens,654,3579
546,luis,nitzsche,3498,3944
547,ryan,muller,779,2904
548,nathanial,parisian,4752,4960
549,armida,schoen,1313,2226
550,rob,crooks,940,2037
551,kaycee,reichel,1867,3255
552,gabrielle,gerhold,2610,3785
553,ahmad,kerluke,2945,2961
554,denis,fritsch,1162,2341
555,benito,willms,2541,3881
556,oralee,bogisich,3060,4084
557,elvie,yundt,4667,4688
558,lou,lowe,4497,4945
559,simona,parker,1974,4476
560,kandice,schiller,3353,3865
561,kelley,brown,2140,2426
562,hilton,murphy,208,3371
563,kraig,towne,642,1595
564,gavin,hilpert,4983,4993
565,adan,donnelly,1891,4415
566,stefani,fahey,2104,2938
567,willis,weimann,4832,4986
568,drucilla,dare,914,1782
569,erin,lowe,844,4995
570,mazie,ernser,2446,3674
571,magdalene,king,4165,4894
572,precious,frami,1453,3026
573,ashley,mueller,1926,4200
574,whitney,greenfelder,3369,4174
575,lynell,howell,4699,4839
576,ronnie,hegmann,761,1145
577,romelia,schmeler,2286,2532
578,ernie,hodkiewicz,3049,4131
579,erick,crist,3695,4295
580,genevieve,ferry,574,2025
581,odis,nicolas,219,3373
582,sindy,hermiston,1068,4430
583,thresa,rosenbaum,1359,2025
584,savanna,leannon,205,3198
585,noble,heller,2826,3008
586,sergio,sporer,3600,3670
587,gail,osinski,4561,4848
588,donnell,price,1113,3229
589,fredric,bode,3035,3552
590,stewart,o'conner,4573,4893
591,lynette,schultz,3288,3732
592,latosha,dubuque,3889,4650
593,desiree,beahan,961,3903
594,sheryll,weimann,3485,4687
595,octavio,towne,4884,4941
596,evan,kerluke,2211,3230
597,joe,reilly,139,1735
598,jay,gerlach,2844,2954
599,lucilla,quigley,2743,4695
600,chaya,simonis,1789,3036
601,tom,brekke,799,4104
602,zachery,prohaska,3194,3299
603,beverlee,purdy,2332,2539
604,rufus,considine,3276,4097
605,anderson,white,2706,2717
606,jannette,stroman,4475,4803
607,charlott,ortiz,853,3193
608,tyree,keebler,810,2660
609,micah,littel,3637,4951
610,rubie,runolfsdottir,1510,3376
611,tilda,ziemann,424,1288
612,ned,raynor,2928,4170
613,jimmie,pouros,3106,4892
614,annis,mccullough,108,2693
615,jonathon,pfannerstill,4528,4886
616,lavern,upton,1776,2212
617,belle,altenwerth,3127,4893
618,johnathan,o'hara,993,4741
619,genoveva,rolfson,2222,3765
620,stanley,friesen,4245,4448
621,man,hilpert,1007,1513
622,lucien,kuhn,2914,4762
623,dave,grimes,230,4467
624,clementina,hodkiewicz,2093,3690
625,curt,von,4877,4883
626,cristina,littel,2470,2732
627,briana,denesik,4273,4787
628,brinda,tillman,4117,4342
629,carmelo,fay,3138,4354
630,hector,sipes,3460,3586
631,shayne,streich,2822,4108
632,sol,smitham,2705,2852
633,ryann,rice,3559,4342
634,damian,gottlieb,401,1385
635,nicola,treutel,973,4445
636,jonah,metz,4574,4740
637,sena,quigley,2200,3599
638,terrell,hoeger,2416,4381
639,dannielle,bashirian,4701,4880
640,svetlana,waters,2968,4727
641,cristopher,roberts,250,1000
642,alvaro,schiller,1630,2106
643,dorene,dickens,4871,4935
644,kevin,johnston,625,3860
645,adam,koelpin,3170,4017
646,todd,hoeger,3849,4016
647,patricia,pfeffer,1430,3655
648,joan,veum,2207,3254
649,louis,ferry,4232,4688
650,valerie,bartell,967,2581
651,gracia,jenkins,3848,4190
652,sergio,prohaska,780,1245
653,quintin,heidenreich,1460,2376
654,hillary,harvey,3483,4760
655,letha,collier,2211,2296
656,alexander,rogahn,1486,2423
657,fred,schinner,3021,3861
658,lenard,krajcik,995,3298
659,stephane,jaskolski,3366,4953
660,cathy,torp,2926,3893
661,octavio,kessler,1309,1578
662,lizzette,ortiz,1519,3340
663,clayton,daugherty,3917,4137
664,krishna,crist,622,4317
665,reid,murray,873,3558
666,clarence,dooley,4979,4998
667,norberto,bode,4918,4977
668,dorothea,hammes,4926,4947
669,domingo,conn,246,640
670,hollis,king,4483,4616
671,jamey,hartmann,2298,4299
672,francine,schamberger,2885,4842
673,grant,goodwin,3741,4550
674,werner,macejkovic,1710,4017
675,hosea,thompson,487,4076
676,graig,runolfsson,3103,4873
677,stacey,tremblay,1195,2709
678,hisako,johns,1326,2475
679,monroe,wisozk,2479,4970
680,tristan,lockman,3475,4015
681,barton,rice,2903,4577
682,norma,hickle,2606,3081
683,jaime,kovacek,4526,4568
684,gerri,greenholt,4236,4278
685,wilbur,marks,2925,3612
686,mel,grant,4230,4336
687,peter,heidenreich,3275,4122
688,cordell,koss,2746,3307
689,isidro,considine,1919,1927
690,kim,will,1327,3153
691,gregory,jaskolski,3845,3867
692,marcellus,little,2542,4740
693,todd,mills,3083,3412
694,florrie,keebler,2029,2519
695,carson,bashirian,3812,4590
696,selina,pfeffer,4470,4542
697,roselyn,schroeder,2136,3808
698,emory,beier,415,3386
699,trent,ryan,1680,4276
700,sheila,jacobson,3668,4689
701,kraig,ernser,115,1318
702,ernesto,stoltenberg,2050,2723
703,cyrus,kulas,137,2169
704,ewa,hand,1810,4710
705,paris,green,777,1469
706,george,bailey,566,3479
707,ferdinand,anderson,4002,4398
708,adolph,greenfelder,2336,3407
709,edwardo,effertz,4284,4551
710,sandie,borer,3637,4423
711,marcos,gaylord,3867,4721
712,abdul,cummerata,1908,2042
713,kyle,carroll,423,3067
714,liz,fritsch,2011,3043
715,tammara,carroll,1567,3331
716,clinton,fadel,4347,4870
717,salvatore,gerhold,1857,4072
718,jerry,yost,565,2325
719,felicia,schowalter,4949,4989
720,ryann,torp,1297,1485
721,moira,powlowski,3096,3151
722,laila,huel,2089,2347
723,brandon,lubowitz,2628,4814
724,sharie,kihn,4358,4860
725,dionna,breitenberg,3497,4996
726,owen,raynor,2260,3011
727,lawerence,von,4044,4690
728,malka,o'conner,3755,4362
729,adria,schaefer,2388,4923
730,diamond,herman,4974,4992
731,nancie,mcdermott,1117,4297
732,ana,bruen,4836,4877
733,harriett,hansen,646,4480
734,debbra,halvorson,3481,3580
735,homer,kling,341,1014
736,terina,jacobi,2504,3574
737,anderson,rempel,1773,4496
738,rudolph,koss,2348,2560
739,val,hills,1745,2381
740,nicolette,swaniawski,1966,2651
741,oscar,wisoky,4923,4975
742,zackary,hodkiewicz,1883,3035
743,ellsworth,adams,1487,1899
744,guadalupe,greenfelder,3563,4744
745,reatha,beahan,689,1096
746,darell,gorczany,1693,4487
747,dalton,rolfson,474,3970
748,porter,hand,2345,3109
749,maxwell,kuhic,4237,4395
750,jeffrey,upton,3551,4776
751,leroy,abbott,2139,2797
752,jerrica,rau,2911,3851
753,angelo,swaniawski,1279,1311
754,audria,schimmel,3219,3871
755,romona,quitzon,3523,4985
756,sonny,emmerich,4347,4817
757,janine,schulist,2251,4134
758,daina,robel,3904,4089
759,carroll,jast,3749,4385
760,jean,medhurst,3330,4564
761,rodrigo,bogan,3506,3820
762,arthur,veum,2128,4388
763,grant,morar,4599,4893
764,barton,crooks,2111,3182
765,noah,reichel,1847,4670
766,malena,hansen,3913,4293
767,nelda,wiegand,396,4455
768,toby,hilll,2322,3000
769,winston,hahn,1112,4997
770,sanford,hilpert,1080,3888
771,yevette,stamm,2510,2751
772,akiko,wiegand,443,3500
773,willian,dach,963,2837
774,vita,volkman,125,571
775,slyvia,will,4843,4919
776,teodoro,towne,874,4083
777,tandra,bergstrom,4391,4827
778,nyla,bernier,2039,3113
779,joe,braun,4315,4636
780,scarlett,wintheiser,1242,3774
781,joey,robel,3990,4952
782,benedict,ziemann,3054,4761
783,debbie,beer,971,3673
784,colby,zieme,426,1308
785,josiah,daniel,1273,1274
786,keith,vandervort,3137,4692
787,clarisa,cormier,3094,4060
788,treasa,funk,3518,4593
789,daniell,breitenberg,2726,4817
790,frankie,schaden,347,1044
791,shayla,gutkowski,2868,3533
792,adam,gerhold,4838,4859
793,wanda,larkin,2071,2379
794,idell,zboncak,4044,4085
795,tomiko,schroeder,3410,4200
796,tiffani,schulist,1192,2510
797,cedrick,weissnat,880,4790
798,doyle,kuhic,4149,4846
799,bernadette,cronin,1857,2313
800,willena,mayert,3413,4834
801,isadora,schultz,4065,4196
802,love,weissnat,1862,4605
803,duncan,hills,3811,4152
804,gabriella,lubowitz,598,4895
805,dion,crooks,2106,2422
806,nolan,bahringer,1185,4885
807,mariam,goldner,3780,4565
808,francisco,herzog,4568,4904
809,janeen,lesch,438,3602
810,hailey,huels,4670,4951
811,eun,nicolas,107,1310
812,doreatha,torphy,3013,4865
813,chung,waters,2875,4661
814,natisha,d'amore,4457,4638
815,aurelia,rau,2441,4994
816,virgie,emard,3893,4544
817,tonda,kessler,4582,4842
818,nichelle,fadel,284,3054
819,selene,hintz,4886,4935
820,ilona,ruecker,4212,4296
821,ricardo,johnston,1740,4881
822,harold,bergstrom,1978,3488
823,terry,fay,275,4167
824,shelton,pacocha,4415,4472
825,mose,howell,3081,4431
826,laurinda,cummings,234,4814
827,harris,lang,2502,2710
828,tommy,ernser,2960,3037
829,hong,schamberger,3494,4137
830,denis,torphy,2517,3002
831,rubin,bartoletti,1585,4292
832,carla,beier,620,899
833,dorla,dach,2556,2641
834,antoine,rodriguez,215,2929
835,cole,kris,545,3530
836,phebe,kunde,4705,4946
837,vernon,predovic,1048,1750
838,jaquelyn,haag,1630,2400
839,phylicia,shanahan,1254,4055
840,miguel,osinski,616,3511
841,gail,russel,786,877
842,mack,reilly,2211,4205
843,lou,prohaska,1483,1493
844,bryant,mann,725,4158
845,samuel,o'connell,2236,2798
846,sharonda,o'hara,327,4135
847,dalila,mueller,2793,4849
848,arnulfo,sawayn,3853,4049
849,chester,haley,3822,4078
850,aleen,roberts,4990,4994
851,alec,crooks,3593,3808
852,blondell,beer,783,1575
853,floyd,corkery,3025,4335
854,norberto,halvorson,3923,4708
855,lyman,parker,4114,4283
856,sau,bailey,284,1781
857,rima,prohaska,281,319
858,kacey,carter,4510,4559
859,delpha,bayer,140,3658
860,john,graham,3728,4384
861,elois,labadie,4404,4855
862,lesley,runolfsson,4304,4557
863,daphne,d'amore,2167,2977
864,savanna,bahringer,3095,4934
865,janessa,trantow,345,1520
866,sofia,kulas,4411,4989
867,robin,mante,4870,4961
868,johnnie,aufderhar,2686,4976
869,kristel,stamm,2553,4130
870,whitney,heidenreich,2768,3711
871,davida,funk,4699,4996
872,olin,kirlin,2957,4480
873,marjory,ferry,4038,4307
874,isidro,hudson,2583,3705
875,kati,murray,341,3238
876,bari,schuster,3368,4483
877,gaynelle,white,1929,3420
878,winford,schowalter,1919,4909
879,spencer,kuhic,2450,3421
880,dixie,homenick,2829,4941
881,chasity,klein,4856,4881
882,edgardo,kassulke,3356,3792
883,brock,upton,389,1499
