id,firstName,lastName,minutes,dataUsage
91,彩花,松尾,1250,4858
92,翔太,鈴木,3347,4815
93,恵,福田,1578,2228
94,翔,金子,1130,1384
95,結,石井,2252,2350
96,明日香,加藤,2847,3134
97,樹,横山,2271,3206
98,海斗,小川,2381,3579
99,輝,伊藤,2653,3871
100,大和,原田,880,4366
101,大樹,丸山,4511,4987
102,響,中川,1137,2825
103,翼,丸山,621,3002
104,真央,岡本,4357,4788
105,大樹,菊地,1219,3696
106,優那,野村,3325,4699
107,悠斗,中野,1689,2853
108,翼,佐々木,4238,4496
109,葵,渡辺,4274,4337
110,凛,田村,4596,4752
111,一輝,小山,4930,4987
112,陽太,竹内,4911,4924
113,瑛太,福田,1988,4929
114,陽菜,松井,4646,4798
115,隼人,小山,3457,4999
116,蓮,中村,1802,3199
117,亮,藤本,1556,2782
118,芽衣,松本,3938,4673
119,海斗,木村,2360,4007
120,彩,斎藤,640,1444
121,匠,山口,951,2082
122,亮太,村上,1340,3941
123,陽子,近藤,382,719
124,美桜,新井,534,4017
125,響,橋本,245,4613
126,碧,工藤,1015,3288
127,明日香,高橋,2505,3551
128,美羽,遠藤,4124,4838
129,悠,遠藤,4218,4887
130,仁,谷口,2987,3698
131,奏太,池田,4317,4598
132,楓,橋本,3417,4998
133,大輝,和田,1075,2892
134,桜,斉藤,4350,4382
135,優,藤原,706,2918
136,陸,斎藤,4178,4683
137,杏,中川,157,289
138,仁,中島,3693,4455
139,裕子,野村,369,4632
140,美桜,高橋,2778,2838
141,美緒,井上,3263,3447
142,さくら,中川,278,3077
143,杏奈,伊藤,2313,3404
144,綾乃,中川,1639,4034
145,美羽,野村,2225,4854
146,駿,竹内,3423,4478
147,結衣,近藤,3674,4484
148,翔,新井,4386,4622
149,大翔,新井,3663,4429
150,翔,大野,4156,4265
151,匠,小島,1948,3509
152,優,渡辺,1485,3145
153,千尋,山本,4494,4837
154,優斗,長谷川,740,3147
155,茜,野口,529,3323
156,桜,後藤,4931,4959
157,裕子,藤井,2266,4015
158,奈々,小川,4438,4667
159,千尋,久保,2018,3193
160,大和,小川,2952,4772
161,悠,丸山,2367,4579
162,凛,内田,997,4069
163,翔太,竹内,1279,2161
164,遼,上野,4846,4950
165,大輔,平野,3338,4778
166,翔,武田,485,4734
167,太郎,坂本,4875,4949
168,蓮,上野,2093,3184
169,葵,原田,3477,3736
170,杏,平野,2470,3523
171,一郎,山口,3830,4048
172,陽,吉田,2439,2849
173,太一,松尾,4281,4356
174,芽衣,木村,552,1869
175,健太,遠藤,3090,3493
176,優奈,久保,2838,3649
177,美優,佐藤,4911,4937
178,陽菜,近藤,4021,4850
179,裕子,鈴木,2899,4845
180,遼,中山,2767,3880
181,芽衣,丸山,2992,4139
182,大輔,田村,3847,4037
183,碧,井上,3964,4457
184,悠斗,竹内,1468,4500
185,愛,清水,2283,3028
186,一郎,中野,262,3536
187,恵,中野,3114,3655
188,愛子,中島,3606,4720
189,碧,後藤,1300,3417
190,智子,鈴木,2696,4583
191,響,近藤,3811,3840
192,大輝,内田,1622,4348
193,莉子,小川,1110,1775
194,輝,杉山,2904,3153
195,悠人,武田,3311,4874
196,翼,渡部,230,4279
197,美羽,鈴木,4014,4054
198,智子,福田,4366,4849
199,美月,高田,402,3510
200,結,大塚,4795,4978
201,優菜,酒井,4567,4774
202,智子,木村,3950,4355
203,遼,阿部,1685,2673
204,拓海,山田,4823,4844
205,陽子,佐藤,3065,3287
206,美優,藤井,321,1306
207,遼,斉藤,3023,4741
208,翔太,増田,949,963
209,優斗,杉山,3178,4646
210,翔太,平野,3769,4615
211,千尋,坂本,1934,3362
212,颯太,斎藤,2028,4006
213,海斗,藤井,3262,3523
214,芽衣,佐野,4804,4840
215,裕子,菅原,1349,3426
216,結衣,西村,3812,4380
217,海斗,中島,4596,4888
218,仁,福田,1742,3786
219,輝,中山,1026,3378
220,結衣,上田,1751,4141
221,杏奈,村田,1931,2058
222,遥,松田,1899,2513
223,亮,杉山,3109,3260
224,太郎,吉田,224,2385
225,優,山下,2136,4124
226,智子,岡本,3076,3598
227,空,谷口,369,471
228,優奈,岡本,2048,3854
229,遼,木村,1823,3248
230,優奈,松本,4009,4270
231,優,鈴木,4101,4498
232,美羽,小川,4030,4270
233,楓,佐々木,3861,4732
234,陽子,清水,4887,4902
235,愛,木村,3894,4169
236,美羽,山本,2407,3707
237,遼,松田,4031,4174
238,亮太,井上,4327,4960
239,健,村田,4588,4834
240,諒,岩崎,4876,4888
241,葵,宮本,2811,3072
242,美緒,前田,2197,3086
243,愛美,原田,4888,4977
244,楓,森田,2093,4166
245,匠,宮崎,1541,3811
246,結菜,原田,4350,4721
247,未来,吉田,1267,1548
248,海斗,長谷川,1243,3156
249,綾乃,村上,813,1712
250,美羽,前田,950,4246
251,裕子,松本,1498,3798
252,舞,清水,410,848
253,優菜,高木,3165,3666
254,彩花,佐藤,4946,4987
255,遥,横山,2086,2469
256,優花,藤田,2342,3523
257,結菜,原田,488,3828
258,茜,加藤,948,4167
259,蓮,阿部,1989,3438
260,亮,柴田,1795,4047
261,悠太,藤原,4380,4573
262,匠,西村,1713,4234
263,誠,小山,2423,3443
264,蒼,山下,2037,3352
265,美羽,池田,4644,4872
266,奈々,野口,4350,4666
267,美穂,岡田,2638,3663
268,海斗,中山,625,2800
269,健太,岡本,4733,4927
270,彩花,小島,3076,3280
271,彩花,坂本,4712,4846
272,優菜,太田,4971,4978
273,智子,小野,2777,4164
274,大輝,山田,118,4209
275,智子,竹内,3036,4903
276,凛,太田,3458,3554
277,陽斗,酒井,1114,4693
278,陽斗,菊地,4172,4959
279,大和,村田,1902,3210
280,瑛太,石田,520,2219
281,愛美,山口,1847,4655
282,樹,森,4324,4588
283,陽子,中島,3334,3752
284,一輝,田中,777,4440
285,美咲,石田,1687,4561
286,結菜,伊藤,434,4193
287,大翔,吉田,3472,3696
288,智子,鈴木,4996,4999
289,翼,竹内,3176,3485
290,桜,大塚,2725,3896
291,裕子,青木,1786,3370
292,輝,太田,3174,4114
293,亮,岡田,4131,4883
294,結,吉田,3212,3720
295,綾乃,山崎,1149,4528
296,奈々,中村,3705,4635
297,玲奈,石井,1296,4447
298,陸,新井,962,2779
299,遥,小野,2914,4989
300,悠人,久保,1946,4731
301,真央,山下,743,3850
302,千尋,中島,4018,4511
303,優衣,田村,2959,4206
304,諒,原,3121,4989
305,大和,田中,4539,4708
306,さくら,久保,2050,2441
307,陸,小林,2397,4509
308,杏,佐々木,3041,3544
309,誠,阿部,2120,3836
310,美咲,三浦,1219,1458
311,海斗,斉藤,4060,4636
312,誠,池田,4987,4989
313,美桜,井上,4357,4730
314,彩,高田,2754,3590
315,奏太,杉山,1591,1810
316,駿,中島,4312,4564
317,大輔,原,3647,4048
318,直樹,松井,1648,2325
319,美月,柴田,982,2585
320,美咲,渡辺,3119,4884
321,悠太,森,2985,3563
322,遼,原,3985,4759
323,綾乃,山本,3823,4040
324,遼,内田,3911,4999
325,結衣,村上,882,3635
326,真央,中村,2379,3156
327,美桜,太田,3125,4542
328,悠人,松田,1233,2810
329,颯,佐野,1015,4059
330,悠斗,山田,3490,4300
331,優菜,原田,4192,4693
332,杏奈,竹内,459,758
333,颯,宮本,2959,3141
334,彩乃,井上,3142,4267
335,七海,石井,4761,4959
336,大樹,岩崎,4877,4878
337,美咲,伊藤,4589,4922
338,結衣,吉田,873,3790
339,陽斗,野村,3695,4324
340,隼人,佐野,2330,3219
341,空,原,4967,4987
342,光,岡本,669,3915
343,さくら,村田,4909,4979
344,真央,藤田,1169,3126
345,大翔,丸山,1202,4450
346,彩乃,三浦,610,3671
347,彩乃,上野,1910,3414
348,優斗,岩崎,2655,4397
349,響,大野,1971,2641
350,明日香,阿部,2526,3880
351,愛,木下,4663,4671
352,奈々,加藤,491,2031
353,優花,中山,1634,2262
354,悠,渡辺,3881,4626
355,陽太,原,2410,4804
356,空,遠藤,3009,3186
357,綾乃,今井,137,2665
358,颯太,安藤,2197,4582
359,匠,木村,1812,3424
360,明日香,清水,2704,4441
361,蓮,村上,1841,2286
362,奈々,村田,2835,3714
363,桜,佐々木,855,2424
364,悠太,藤原,508,4097
365,陸,藤本,3991,4231
366,陽斗,小川,2619,4065
367,綾乃,渡部,990,3250
368,悠斗,森,4488,4679
369,海斗,三浦,3759,4942
370,駿,松井,506,3916
371,樹,佐々木,2494,4678
372,蓮,石田,445,2805
373,美桜,原田,3264,4657
374,結衣,村田,4647,4842
375,莉子,山本,2648,3814
376,愛子,野口,1705,4659
377,陽斗,松本,2730,4327
378,碧,竹内,594,2567
379,杏奈,坂本,3843,4724
380,優,柴田,4476,4721
381,莉子,和田,1953,4820
382,彩,武田,1286,2349
383,陸,工藤,2874,3529
384,悠真,岡田,2984,3201
385,愛子,藤井,1485,4794
386,彩花,長谷川,2227,3803
387,直樹,後藤,2136,4975
388,智子,増田,3410,3850
389,仁,斎藤,4982,4988
390,誠,松尾,1630,1698
391,愛子,吉田,4747,4908
392,颯,斉藤,444,2179
393,美穂,平野,3696,4639
394,大輔,加藤,405,1316
395,莉子,菅原,4604,4775
396,愛美,青木,4764,4988
397,陽子,林,3693,4265
398,太一,高橋,1908,4896
399,亮太,中野,4440,4532
400,直樹,橋本,775,3379
401,颯,前田,1782,3096
402,陽,松尾,4515,4803
403,優奈,長谷川,4119,4833
404,健,高田,1563,3337
405,太郎,中山,1615,2695
406,輝,三浦,2764,3361
407,大和,松田,271,1575
408,光,和田,4644,4892
409,優衣,中島,4665,4754
410,悠,佐藤,3269,3425
411,芽衣,小野,3787,4790
412,優花,原,1531,3173
413,陽子,坂本,1768,3392
414,大和,千葉,4739,4779
415,優花,大野,2934,3392
416,健太,田村,4410,4776
417,蓮,小山,1448,2014
418,花音,山下,1973,4944
419,愛,宮崎,547,2130
420,一輝,久保,1529,4714
421,綾乃,中野,4857,4947
422,悠真,平野,2775,4691
423,仁,佐々木,1113,2379
424,空,佐藤,2218,4500
425,悠人,渡辺,3178,3588
426,陽,酒井,1074,3896
427,杏奈,山下,394,3005
428,莉子,山本,3001,3882
429,愛,藤原,3196,4024
430,愛,石井,203,462
431,彩,藤原,3400,3976
432,莉子,松井,243,1724
433,空,金子,1789,2628
434,葵,小島,2094,3624
435,優奈,斉藤,1359,2536
436,響,小山,3970,4040
437,海斗,金子,3331,4428
438,悠斗,佐野,3898,4935
439,優衣,小島,1221,2681
440,碧,金子,2814,3828
441,桜,千葉,2971,4888
442,海斗,石川,4863,4944
443,陽,中島,2747,4942
444,亮太,森田,4482,4862
445,明日香,阿部,1870,4455
446,美緒,森,4131,4692
447,遼,加藤,2447,4417
448,遥,山田,2365,4744
449,悠太,小川,1576,2502
450,優斗,大塚,4854,4866
451,優奈,佐野,3020,3248
452,悠太,上田,690,3696
453,悠真,中山,3046,3711
454,陽斗,山本,240,2222
455,彩乃,石田,2843,3142
456,優菜,伊藤,1706,2479
457,駿,福田,343,4987
458,彩花,小林,3568,4530
459,蒼,阿部,1958,3515
460,大和,松井,476,3628
461,海斗,中村,3936,4325
462,蓮,青木,1494,2470
463,悠人,丸山,1450,4902
464,結衣,中島,2422,4393
465,彩花,岡本,4823,4839
466,誠,池田,2297,4800
467,舞,増田,3979,4396
468,遥,和田,1117,1871
469,彩乃,横山,3504,4382
470,亮,長谷川,2853,4517
471,一輝,遠藤,1346,1408
472,七海,林,231,3628
473,彩乃,金子,602,3071
474,駿,高橋,4424,4788
475,大輝,鈴木,1919,4547
476,陽,藤田,3621,3933
477,健,高田,735,985
478,亮太,河野,1899,2743
479,真央,岡本,4907,4962
480,優奈,石川,2793,3700
481,誠,柴田,4382,4423
482,悠,小林,3721,4359
483,蓮,三浦,4960,4960
484,真央,小野,1980,3180
485,千尋,石井,3101,4890
486,光,坂本,1054,4847
487,奈々,斉藤,4689,4904
488,優那,山口,2968,3665
489,健太,菅原,2188,4105
490,茜,小林,561,4947
491,優斗,森田,4687,4927
492,陸,森,1023,1267
493,航,上田,4050,4069
494,健,山下,2415,3440
495,遥,丸山,4441,4835
496,葵,久保,3080,3171
497,陽子,藤井,2813,3259
498,明日香,新井,4925,4928
499,優衣,吉田,1555,4867
500,琴音,高木,143,3855
501,美羽,中村,3396,4666
502,優菜,菊地,934,4994
503,優斗,大野,2288,3859
504,遼,杉山,3064,4682
505,愛美,竹内,4581,4887
506,匠,小山,2341,3281
507,遼,横山,1377,2544
508,蓮,前田,4923,4997
509,綾乃,竹内,3866,4468
510,杏,後藤,4511,4734
511,空,前田,477,1685
512,亮太,後藤,3683,3691
513,健太,坂本,1838,3552
514,愛,菊地,1241,3129
515,優花,佐藤,2807,2918
516,奏太,小島,4471,4902
517,凛,宮崎,3161,4846
518,彩,山口,2153,2310
519,陽菜,工藤,2219,4870
520,さくら,原田,3756,3779
521,大輝,佐藤,3577,4258
522,隼人,山田,388,1237
523,さくら,中島,281,2549
524,大和,中島,3078,4004
525,悠,森田,562,1703
526,未来,原田,4744,4923
527,玲奈,村田,1198,2470
528,裕子,上田,2058,2525
529,愛,野村,4926,4989
530,太郎,中川,4000,4286
531,悠斗,和田,4339,4977
532,直樹,三浦,3039,3112
533,太一,岡田,4082,4950
534,茜,岡本,303,1902
535,隼人,丸山,1761,4261
536,真央,千葉,1602,4304
537,芽衣,新井,277,2957
538,美羽,柴田,1173,4977
539,杏奈,金子,4992,4997
540,美咲,斉藤,3898,4462
541,蓮,横山,3499,3779
542,凛,高田,241,3495
543,優斗,原田,3182,4168
544,一郎,山田,1721,4182
545,悠人,丸山,3351,4697
546,芽衣,木下,843,1998
547,優斗,村上,3605,3666
548,諒,中村,4573,4663
549,結,後藤,1839,2309
550,遥,木村,687,4846
551,さくら,小山,2806,4909
552,大樹,高田,3412,4422
553,碧,高橋,599,1410
554,樹,太田,2981,4871
555,美月,木下,875,1987
556,彩花,岡田,1093,2194
557,蓮,遠藤,3132,3319
558,蓮,佐野,4850,4873
559,美咲,遠藤,1796,4928
560,誠,中村,2612,2823
561,悠真,村上,3489,4226
562,響,大野,3590,4190
563,陽子,横山,3005,3733
564,愛子,野口,3868,4251
565,瑛太,上田,2413,4544
566,響,鈴木,1091,4096
567,恵,近藤,4979,4994
568,優衣,佐々木,1400,3543
569,大輔,千葉,4355,4630
570,恵,中川,2925,3388
571,亮,渡部,1770,2084
572,莉子,藤本,2863,3916
573,悠,横山,1406,3880
574,未来,三浦,3086,4377
575,大和,橋本,1181,4387
576,拓海,阿部,211,2593
577,彩乃,岩崎,1593,1881
578,翔,安藤,3007,3596
579,美優,高橋,3216,4818
580,舞,福田,4667,4885
581,翼,柴田,942,1113
582,大翔,吉田,1957,3397
583,颯,林,3525,4690
584,悠人,菅原,2179,2710
585,隼人,近藤,2599,4640
586,花音,酒井,359,793
587,愛,小島,3299,3491
588,蒼,長谷川,4229,4299
589,綾乃,野村,1688,4522
590,隼人,野口,1330,2093
591,亮,新井,4207,4803
592,美月,木下,3449,4794
593,優,三浦,4278,4887
594,愛子,林,717,1184
595,優奈,藤本,777,2330
596,悠,林,415,4764
597,結菜,原,1003,4475
598,裕子,久保,3964,4401
599,悠,石田,4686,4997
600,陽斗,村田,4055,4705
601,悠太,佐々木,2444,2831
602,愛,木下,3332,3616
603,莉子,和田,499,1156
604,結菜,吉田,631,4097
605,太郎,竹内,529,2804
606,美緒,村田,2709,4468
607,莉子,橋本,3145,4957
608,玲奈,西村,3338,4994
609,奈々,木村,307,729
610,愛,西村,4675,4968
611,美咲,高田,3716,4795
612,大和,松本,4845,4924
613,結衣,岡本,3417,3558
614,美咲,藤本,4678,4892
615,桜,小林,4593,4637
616,航,原,2537,2955
617,優斗,高木,1326,4770
618,綾乃,横山,4220,4856
619,楓,渡部,350,4212
620,杏奈,森田,1898,3145
621,空,工藤,3497,3745
622,優,青木,3104,3580
623,美咲,高田,4273,4969
624,美緒,松本,3830,4926
625,健太,新井,3686,4072
626,拓海,竹内,4451,4862
627,海斗,千葉,4092,4156
628,陽斗,石川,545,4129
629,遼,斉藤,1610,3145
630,陽,田中,891,3699
631,恵,山口,1883,3409
632,大樹,田中,1363,1941
633,太一,金子,3365,3833
634,優,中山,2326,4945
635,悠斗,佐々木,4410,4528
636,美羽,小山,738,4127
637,諒,中野,2860,3246
638,海斗,今井,3224,3453
639,美緒,小野,2295,4175
640,悠太,杉山,1960,2379
641,光,藤原,2403,3118
642,海斗,河野,882,2011
643,大樹,中山,2891,2944
644,悠太,岡田,407,2430
645,玲奈,菊地,3722,3934
646,彩花,近藤,3690,4791
647,航,安藤,4950,4953
648,遼,上田,4214,4996
649,隼人,千葉,4979,4992
650,健太,高田,3480,3630
651,美優,遠藤,1082,1652
652,美羽,中島,386,3534
653,美緒,高橋,138,4746
654,健太,和田,2293,4621
655,美月,池田,207,4269
656,陽斗,和田,160,231
657,一輝,山口,856,3274
658,亮太,中島,3681,4408
659,悠,谷口,4824,4996
660,未来,前田,2653,3987
661,綾乃,石川,1005,2154
662,千尋,青木,2043,4045
663,大地,中山,2793,3158
664,諒,阿部,3761,3810
665,大輔,山口,437,4053
666,亮太,大塚,4018,4912
667,凛,増田,2018,4482
668,愛美,酒井,2436,3245
669,駿,原田,1487,2175
670,茜,森,1554,3539
671,芽衣,小野,2069,2664
672,優斗,近藤,3078,4314
673,奈々,小野,3950,4382
674,美月,林,2160,2484
675,美羽,谷口,3398,4792
676,亮,武田,2638,4208
677,匠,菊地,4004,4199
678,美月,石川,4148,4809
679,美優,斎藤,2742,3362
680,遼,山崎,1815,2371
681,碧,鈴木,3662,3967
682,優,渡部,2501,4588
683,優菜,山口,857,3173
684,大和,田村,1785,4344
685,優,高田,4732,4785
686,航,佐藤,4868,4951
687,優奈,井上,900,1764
688,蓮,藤田,1548,1864
689,芽衣,中野,1067,2629
690,優,大野,1399,3650
691,大翔,田村,166,267
692,結菜,田中,3261,4724
693,彩,竹内,1574,3218
694,杏,武田,1448,2291
695,花音,池田,4705,4745
696,智子,小川,4950,4986
697,愛美,河野,871,1854
698,陸,小島,2002,3636
699,楓,酒井,1620,1994
700,一輝,野村,3921,4845
701,美羽,橋本,236,4331
702,大輔,新井,3781,4099
703,美咲,山崎,3179,3413
704,杏奈,河野,1703,3445
705,琴音,坂本,632,3303
706,美月,青木,1173,2459
707,翔太,池田,3844,4917
708,颯,武田,491,2159
709,空,松井,3138,3596
710,彩乃,丸山,4938,4958
711,悠真,野口,4685,4876
712,悠真,加藤,661,4484
713,陽太,山本,2316,2944
714,海斗,橋本,1560,2992
715,大地,武田,2453,4295
716,葵,工藤,1649,4950
717,優菜,山田,4680,4806
718,芽衣,武田,4517,4759
719,一輝,佐野,816,1973
720,花音,酒井,1602,3488
721,碧,山崎,3303,4330
722,美緒,鈴木,1250,3761
723,美月,山口,1333,4966
724,七海,近藤,4177,4198
725,翼,横山,1777,2808
726,結菜,岩崎,2923,4457
727,美羽,高田,4720,4825
728,誠,大塚,4214,4232
729,恵,村田,3060,3915
730,駿,中川,1812,2358
731,優衣,小川,1231,4404
732,光,林,856,4453
733,陽菜,中島,4911,4966
734,未来,谷口,4475,4963
735,悠,増田,2659,2870
736,美桜,柴田,1102,3284
737,颯,藤田,512,542
738,未来,高田,1311,4924
739,茜,高木,1899,4463
740,未来,酒井,3750,3956
741,裕子,山崎,2662,4507
742,太郎,野村,3789,4638
743,美優,原田,3778,4585
744,悠真,佐野,1064,2300
745,千尋,木下,3633,4649
746,蓮,村上,3155,3226
747,翔太,前田,1561,3363
748,陽斗,木村,3239,3390
749,翔,小林,1739,2932
750,優那,松井,1832,3403
751,綾乃,山崎,330,4774
752,花音,村上,1809,2649
753,優菜,阿部,4376,4745
754,陽菜,佐野,3275,4675
755,大和,橋本,484,4515
756,千尋,丸山,4309,4864
757,樹,木下,4439,4573
758,遥,増田,4131,4316
759,蒼,吉田,2256,2787
760,陽太,中島,1077,2306
761,直樹,三浦,493,4452
762,悠太,木村,1797,2005
763,大樹,中村,380,3140
764,優奈,中野,2162,2520
765,明日香,松田,1958,4757
766,結菜,野口,2179,2564
767,陽,青木,2135,4085
768,蓮,谷口,4661,4814
769,葵,小川,3040,4170
770,桜,佐々木,3260,3389
771,隼人,中島,428,4990
772,恵,田村,4409,4811
773,楓,高田,4360,4793
774,桜,坂本,1306,4029
775,仁,木村,1016,2783
776,健太,中島,792,4059
777,航,杉山,4345,4409
778,美咲,坂本,3595,4262
779,彩乃,福田,4774,4880
780,未来,藤原,1096,1277
781,大地,上野,2268,2287
782,蓮,藤井,1617,3271
783,楓,原田,728,1549
784,美月,山本,2488,4710
785,琴音,佐野,3045,3397
786,蓮,小林,4429,4780
787,楓,西村,2115,4135
788,陽太,近藤,1614,1635
789,遼,松尾,1078,3172
790,美桜,工藤,1232,4846
791,明日香,千葉,2948,4427
792,さくら,阿部,3696,3827
793,恵,河野,4023,4398
794,美月,酒井,2501,4071
795,七海,斎藤,3081,3574
796,一郎,内田,4780,4821
797,大和,後藤,4855,4948
798,颯,田中,2806,4108
799,直樹,竹内,4574,4698
800,悠斗,今井,2202,4936
801,諒,福田,965,3079
802,陽菜,加藤,3721,4886
803,悠斗,小島,2736,3460
804,優斗,小林,1730,4941
805,茜,平野,1086,1550
806,輝,石田,3182,4298
807,結菜,藤井,3866,4130
808,優,小川,3013,3243
809,光,加藤,4639,4911
810,光,阿部,1907,3879
811,綾乃,伊藤,1121,3787
812,美桜,田中,503,884
813,太一,吉田,2367,4718
814,直樹,松田,1297,2440
815,悠,和田,2991,3862
816,大輔,武田,3336,4965
817,舞,伊藤,376,4035
818,亮,小野,4164,4727
819,亮太,佐藤,3043,4852
820,優花,松田,2763,3164
821,太郎,野村,2400,3615
822,明日香,佐々木,3440,3890
823,玲奈,太田,3176,3514
824,隼人,丸山,3370,3885
825,遼,柴田,4159,4778
826,翔太,高橋,504,2213
827,優,石川,912,2178
828,陸,遠藤,350,3388
829,拓海,遠藤,169,1366
830,凛,藤井,2192,4273
831,美穂,石川,829,4144
832,七海,山崎,756,4746
833,悠太,増田,520,709
834,陽太,平野,2887,4776
835,悠斗,佐野,1882,4593
836,茜,前田,4800,4952
837,杏,内田,3340,3348
838,優衣,阿部,3139,3786
839,陽,大塚,3964,4925
840,誠,藤田,3894,4367
841,悠人,武田,1356,4522
842,愛美,小川,2084,2827
843,駿,石川,2835,4150
844,愛子,酒井,4940,4992
845,亮太,斎藤,3321,3734
846,光,千葉,3562,3695
847,亮,渡辺,4040,4330
848,樹,田中,2782,4192
849,大輝,工藤,1477,3411
850,美羽,中村,4641,4769
851,優斗,上田,3876,4530
852,芽衣,宮本,3278,3790
853,陽,岩崎,3301,3430
854,美緒,木村,2659,3283
855,悠斗,藤原,4155,4958
856,空,上野,4598,4677
857,瑛太,上田,281,2024
858,響,原田,903,1757
859,奈々,中川,4619,4843
860,優那,松田,4781,4804
861,太一,大野,3608,4670
862,玲奈,上野,990,2198
863,美月,清水,2681,3736
864,瑛太,原田,2013,4718
865,颯,岡田,1638,4292
866,輝,松井,2026,4893
867,健太,久保,781,1528
868,さくら,斉藤,2335,4918
869,颯太,原,3677,4048
870,瑛太,小山,4846,4990
871,茜,工藤,4056,4603
872,真央,佐野,2944,4883
873,瑛太,吉田,2820,3759
874,輝,藤原,1374,4210
875,未来,小林,2565,4034
876,優,清水,3603,3807
877,杏奈,原田,3334,4806
878,莉子,工藤,361,952
879,莉子,宮本,576,1143
880,彩乃,渡辺,2507,2628
881,仁,内田,427,2010
882,優花,斉藤,987,4378
883,直樹,藤原,2212,4953
884,葵,原,4638,4839
885,大翔,山口,3152,4490
886,優花,小林,4045,4502
887,花音,村上,146,2010
888,優菜,大野,2575,3872
889,優花,中山,4790,4879
890,大地,阿部,1695,3794
891,莉子,大塚,1479,2260
892,凛,橋本,2927,3240
893,凛,清水,1605,4499
894,碧,安藤,3418,4320
895,翔,木下,1395,3298
896,遥,石田,3036,4221
897,奏太,武田,1229,4305
898,明日香,柴田,4345,4965
899,陽,酒井,2379,4363
900,杏,原田,4648,4675
901,結,柴田,3018,4892
902,美優,木村,1443,3355
903,楓,山田,4149,4623
904,莉子,金子,3566,4793
905,美羽,安藤,4451,4531
906,太郎,高橋,2824,4562
907,一輝,武田,301,3168
908,芽衣,村上,123,3376
909,明日香,上田,4915,4999
910,翼,木下,2942,4186
911,茜,岡田,3909,4348
912,楓,大野,3678,4401
913,美緒,松田,3959,4733
914,悠真,小川,2370,4529
915,智子,高木,1738,4657
916,彩乃,石井,1505,2240
917,明日香,丸山,4007,4995
918,海斗,竹内,3153,4118
919,凛,渡部,3439,4653
920,彩花,木下,4212,4234
921,碧,小川,1841,1860
922,芽衣,斎藤,2762,3250
923,彩花,中村,294,1676
924,太一,長谷川,4773,4969
925,蒼,長谷川,3766,4117
926,葵,坂本,2973,3742
927,陽子,今井,4942,4993
928,美羽,佐々木,2481,3611
929,七海,三浦,237,2749
930,琴音,太田,2187,3466
931,奏太,森田,115,1788
932,千尋,中島,2117,3931
933,遼,金子,2426,2737
934,優衣,丸山,1193,2497
935,奈々,増田,314,4395
936,裕子,上野,1366,1544
